Datum;VPE_Gesamt;Komm_VPE;Voll;Displays;Lager
2020-09-22;66198;64417;1781;0;DPS
2020-09-22;15044;14887;17;140;MAN
2020-09-22;21566;17093;4473;0;MPS
2020-09-22;1;1;0;0;WAN
2020-09-23;50428;48599;1829;0;DPS
2020-09-23;10674;10571;11;92;MAN
2020-09-23;12311;12291;20;0;MPS
2020-09-23;4;3;1;0;WAN
2020-09-24;88328;86125;2203;0;DPS
2020-09-24;23105;22600;131;374;MAN
2020-09-24;24027;23874;153;0;MPS
2020-09-24;5;5;0;0;WAN
2020-09-25;53352;51445;1907;0;DPS
2020-09-25;13397;13218;1;178;MAN
2020-09-25;15267;14808;459;0;MPS
2020-09-25;7;7;0;0;WAN
2020-09-26;29698;28615;1083;0;DPS
2020-09-26;8415;8087;2;326;MAN
2020-09-26;8112;7642;470;0;MPS
2020-09-26;2;2;0;0;WAN
2020-09-28;60395;58918;1477;0;DPS
2020-09-28;16795;16094;2;699;MAN
2020-09-28;15370;15334;36;0;MPS
2020-09-29;79345;77380;1965;0;DPS
2020-09-29;18855;18213;75;567;MAN
2020-09-29;20258;19334;924;0;MPS
2020-09-29;56;55;1;0;WAN
2020-09-30;54977;53647;1330;0;DPS
2020-09-30;17123;16575;85;463;MAN
2020-09-30;15533;15155;378;0;MPS
2020-09-30;71;71;0;0;WAN
2020-10-01;63585;62069;1516;0;DPS
2020-10-01;16050;15465;164;421;MAN
2020-10-01;17634;17465;169;0;MPS
2020-10-01;2;2;0;0;WAN
2020-10-02;39440;38477;963;0;DPS
2020-10-02;8372;8004;6;362;MAN
2020-10-02;11693;10823;870;0;MPS
2020-10-02;2;2;0;0;WAN
2020-10-05;61907;60260;1647;0;DPS
2020-10-05;13982;13560;7;415;MAN
2020-10-05;13648;13361;287;0;MPS
2020-10-05;1;1;0;0;WAN
2020-10-06;60871;59608;1263;0;DPS
2020-10-06;15562;15088;81;393;MAN
2020-10-06;14990;14925;65;0;MPS
2020-10-06;229;229;0;0;WAN
2020-10-07;57889;56344;1545;0;DPS
2020-10-07;13823;13366;4;453;MAN
2020-10-07;14736;14388;347;1;MPS
2020-10-07;1;1;0;0;WAN
2020-10-08;83830;80580;3250;0;DPS
2020-10-08;22340;20620;1331;389;MAN
2020-10-08;24120;23392;728;0;MPS
2020-10-08;1;1;0;0;WAN
2020-10-09;52671;50801;1870;0;DPS
2020-10-09;12745;12485;5;255;MAN
2020-10-09;14849;14753;96;0;MPS
2020-10-09;11967;11966;1;0;WAN
2020-10-10;25409;23978;1431;0;DPS
2020-10-10;6018;5743;2;273;MAN
2020-10-10;9304;9189;114;1;MPS
2020-10-10;7274;7274;0;0;WAN
2020-10-12;54436;52424;2012;0;DPS
2020-10-12;13056;12504;4;548;MAN
2020-10-12;19024;14509;4514;1;MPS
2020-10-12;24311;24311;0;0;WAN
2020-10-13;69956;66668;3288;0;DPS
2020-10-13;15581;15045;104;432;MAN
2020-10-13;16306;15435;871;0;MPS
2020-10-13;5359;5359;0;0;WAN
2020-10-14;48286;46375;1911;0;DPS
2020-10-14;11102;10839;11;252;MAN
2020-10-14;13197;13079;118;0;MPS
2020-10-15;72686;70348;2338;0;DPS
2020-10-15;19341;18967;307;67;MAN
2020-10-15;21547;21310;237;0;MPS
2020-10-15;2;2;0;0;WAN
2020-10-16;49119;46985;2134;0;DPS
2020-10-16;11306;11291;5;10;MAN
2020-10-16;17724;17633;91;0;MPS
2020-10-16;2;2;0;0;WAN
2020-10-17;28556;26870;1686;0;DPS
2020-10-17;7265;7107;50;108;MAN
2020-10-17;8438;8320;118;0;MPS
2020-10-17;1;1;0;0;WAN
2020-10-19;58001;55521;2480;0;DPS
2020-10-19;13380;13154;136;90;MAN
2020-10-19;18136;16522;1614;0;MPS
2020-10-19;1;1;0;0;WAN
2020-10-20;71060;67058;4002;0;DPS
2020-10-20;18822;18121;671;30;MAN
2020-10-20;20992;20072;920;0;MPS
2020-10-21;49906;47122;2784;0;DPS
2020-10-21;13149;13113;3;33;MAN
2020-10-21;16994;16131;863;0;MPS
2020-10-21;2;2;0;0;WAN
2020-10-22;77875;75132;2743;0;DPS
2020-10-22;22838;22621;36;181;MAN
2020-10-22;23177;22593;584;0;MPS
2020-10-22;61;3;58;0;WAN
2020-10-23;55781;54252;1529;0;DPS
2020-10-23;15735;15689;3;43;MAN
2020-10-23;15250;15031;219;0;MPS
2020-10-23;33;12;21;0;WAN
2020-10-24;30244;29116;1128;0;DPS
2020-10-24;8512;8415;4;93;MAN
2020-10-24;9160;8999;161;0;MPS
2020-10-24;11;11;0;0;WAN
2020-10-26;71026;67292;3734;0;DPS
2020-10-26;17632;17249;7;376;MAN
2020-10-26;16897;16823;74;0;MPS
2020-10-26;10;10;0;0;WAN
2020-10-27;90307;87356;2951;0;DPS
2020-10-27;22338;22084;7;247;MAN
2020-10-27;22702;21002;1700;0;MPS
2020-10-27;1001;1001;0;0;WAN
2020-10-28;65270;62448;2822;0;DPS
2020-10-28;16978;16818;117;43;MAN
2020-10-28;20100;19106;994;0;MPS
2020-10-28;1;1;0;0;WAN
2020-10-29;69390;67274;2116;0;DPS
2020-10-29;17658;17423;3;232;MAN
2020-10-29;20554;19403;1150;1;MPS
2020-10-29;1;1;0;0;WAN
2020-10-30;42854;41362;1492;0;DPS
2020-10-30;11113;11012;39;62;MAN
2020-10-30;12611;12576;35;0;MPS
2020-10-30;102;70;32;0;WAN
2020-10-31;12280;11953;327;0;DPS
2020-10-31;3311;3277;0;34;MAN
2020-10-31;3546;3546;0;0;MPS
2020-11-02;34656;33586;1070;0;DPS
2020-11-02;9353;9211;21;121;MAN
2020-11-02;9996;9916;80;0;MPS
2020-11-02;8;8;0;0;WAN
2020-11-03;59421;57195;2226;0;DPS
2020-11-03;18246;17916;148;182;MAN
2020-11-03;16550;16529;21;0;MPS
2020-11-03;2;2;0;0;WAN
2020-11-04;64302;61401;2901;0;DPS
2020-11-04;15144;14994;9;141;MAN
2020-11-04;15106;15106;0;0;MPS
2020-11-04;21;21;0;0;WAN
2020-11-05;86149;84569;1580;0;DPS
2020-11-05;25322;24973;72;277;MAN
2020-11-05;25689;25398;291;0;MPS
2020-11-05;11;11;0;0;WAN
2020-11-06;60630;58442;2188;0;DPS
2020-11-06;14738;14272;2;464;MAN
2020-11-06;16841;16361;480;0;MPS
2020-11-06;5;5;0;0;WAN
2020-11-07;38148;35625;2523;0;DPS
2020-11-07;8905;8599;45;261;MAN
2020-11-07;9053;8999;54;0;MPS
2020-11-07;1;1;0;0;WAN
2020-11-09;64180;61106;3074;0;DPS
2020-11-09;14011;13661;2;348;MAN
2020-11-09;13299;13260;39;0;MPS
2020-11-09;3;3;0;0;WAN
2020-11-10;80136;78475;1661;0;DPS
2020-11-10;18695;18561;45;89;MAN
2020-11-10;17676;17624;52;0;MPS
2020-11-10;2;2;0;0;WAN
2020-11-11;53005;50713;2292;0;DPS
2020-11-11;13996;13742;3;251;MAN
2020-11-11;15444;15004;440;0;MPS
2020-11-12;83771;79942;3829;0;DPS
2020-11-12;21247;21155;3;89;MAN
2020-11-12;23473;22825;648;0;MPS
2020-11-12;18;18;0;0;WAN
2020-11-13;51378;49734;1644;0;DPS
2020-11-13;12711;12703;1;7;MAN
2020-11-13;15716;15425;291;0;MPS
2020-11-13;15;15;0;0;WAN
2020-11-14;27814;26065;1749;0;DPS
2020-11-14;6837;6724;0;113;MAN
2020-11-14;7559;7529;30;0;MPS
2020-11-16;56881;54775;2106;0;DPS
2020-11-16;13342;13142;103;97;MAN
2020-11-16;13338;13337;1;0;MPS
2020-11-16;4;4;0;0;WAN
2020-11-17;81823;78919;2904;0;DPS
2020-11-17;17684;17516;0;168;MAN
2020-11-17;19518;17051;2467;0;MPS
2020-11-17;4;4;0;0;WAN
2020-11-18;53841;50866;2975;0;DPS
2020-11-18;12706;12632;53;21;MAN
2020-11-18;14025;13404;621;0;MPS
2020-11-18;10;10;0;0;WAN
2020-11-19;75659;73223;2436;0;DPS
2020-11-19;21867;21657;4;206;MAN
2020-11-19;22369;22015;354;0;MPS
2020-11-19;1;1;0;0;WAN
2020-11-20;50423;48972;1451;0;DPS
2020-11-20;14174;14065;2;107;MAN
2020-11-20;15608;15608;0;0;MPS
2020-11-20;7;4;3;0;WAN
2020-11-21;32080;31316;764;0;DPS
2020-11-21;7104;6981;1;122;MAN
2020-11-21;8903;8900;3;0;MPS
2020-11-21;25;25;0;0;WAN
2020-11-23;61422;59963;1459;0;DPS
2020-11-23;12842;12746;0;96;MAN
2020-11-23;14701;14630;71;0;MPS
2020-11-23;26;26;0;0;WAN
2020-11-24;77225;75814;1411;0;DPS
2020-11-24;16856;16743;1;112;MAN
2020-11-24;18323;18323;0;0;MPS
2020-11-24;14;14;0;0;WAN
2020-11-25;54365;52630;1735;0;DPS
2020-11-25;12427;12329;44;54;MAN
2020-11-25;16145;16078;67;0;MPS
2020-11-25;1;1;0;0;WAN
2020-11-26;83057;81103;1954;0;DPS
2020-11-26;21281;21224;39;18;MAN
2020-11-26;22870;22678;192;0;MPS
2020-11-26;3;3;0;0;WAN
2020-11-27;57114;55584;1530;0;DPS
2020-11-27;13460;13442;4;14;MAN
2020-11-27;15922;15922;0;0;MPS
2020-11-27;43;43;0;0;WAN
2020-11-28;38878;34648;4230;0;DPS
2020-11-28;8308;8238;60;10;MAN
2020-11-28;14444;11310;3134;0;MPS
2020-11-28;13;13;0;0;WAN
2020-11-30;68140;66004;2136;0;DPS
2020-11-30;14990;14811;171;8;MAN
2020-11-30;20629;18367;2262;0;MPS
2020-11-30;15;15;0;0;WAN
2020-12-01;103839;101418;2421;0;DPS
2020-12-01;19945;19692;65;188;MAN
2020-12-01;26780;26780;0;0;MPS
2020-12-01;5;2;3;0;WAN
2020-12-02;71115;68362;2753;0;DPS
2020-12-02;13989;13644;40;305;MAN
2020-12-02;19929;19575;354;0;MPS
2020-12-02;3;3;0;0;WAN
2020-12-03;105492;103022;2470;0;DPS
2020-12-03;24004;23748;2;254;MAN
2020-12-03;30097;29674;423;0;MPS
2020-12-03;2;2;0;0;WAN
2020-12-04;59483;57610;1873;0;DPS
2020-12-04;16166;15142;933;91;MAN
2020-12-04;17595;16945;650;0;MPS
2020-12-04;2;2;0;0;WAN
2020-12-05;33789;32426;1363;0;DPS
2020-12-05;9832;9646;33;153;MAN
2020-12-05;11736;10211;1525;0;MPS
2020-12-05;5;5;0;0;WAN
2020-12-07;61293;59888;1405;0;DPS
2020-12-07;14223;14009;121;93;MAN
2020-12-07;16567;15117;1450;0;MPS
2020-12-07;1;1;0;0;WAN
2020-12-08;87566;85835;1731;0;DPS
2020-12-08;18195;17835;10;350;MAN
2020-12-08;20093;18679;1414;0;MPS
2020-12-08;3;3;0;0;WAN
2020-12-09;63053;61268;1785;0;DPS
2020-12-09;12295;12250;8;37;MAN
2020-12-09;15785;15731;54;0;MPS
2020-12-09;9;9;0;0;WAN
2020-12-10;101951;99836;2115;0;DPS
2020-12-10;22842;21915;853;74;MAN
2020-12-10;24309;23927;382;0;MPS
2020-12-11;62364;60825;1539;0;DPS
2020-12-11;16200;16184;10;6;MAN
2020-12-11;17589;17448;141;0;MPS
2020-12-11;3;3;0;0;WAN
2020-12-12;33676;31308;2368;0;DPS
2020-12-12;12430;12354;21;55;MAN
2020-12-12;10730;9457;1273;0;MPS
2020-12-12;4;4;0;0;WAN
2020-12-14;58360;56804;1556;0;DPS
2020-12-14;16243;16030;173;40;MAN
2020-12-14;16025;15963;62;0;MPS
2020-12-14;8;8;0;0;WAN
2020-12-15;98450;95922;2528;0;DPS
2020-12-15;28954;27972;766;216;MAN
2020-12-15;24149;23998;151;0;MPS
2020-12-15;1;1;0;0;WAN
2020-12-16;71934;69568;2366;0;DPS
2020-12-16;17812;17730;10;72;MAN
2020-12-16;18890;17440;1450;0;MPS
2020-12-16;33;33;0;0;WAN
2020-12-17;107653;104631;3022;0;DPS
2020-12-17;27997;27911;14;72;MAN
2020-12-17;27902;26765;1137;0;MPS
2020-12-18;81341;79929;1412;0;DPS
2020-12-18;20806;20715;83;8;MAN
2020-12-18;20322;20272;50;0;MPS
2020-12-18;3;3;0;0;WAN
2020-12-19;45495;43731;1764;0;DPS
2020-12-19;13567;13382;80;105;MAN
2020-12-19;12600;12468;132;0;MPS
2020-12-21;71018;69171;1847;0;DPS
2020-12-21;16753;16615;67;71;MAN
2020-12-21;16043;15883;160;0;MPS
2020-12-21;1;1;0;0;WAN
2020-12-22;129499;127467;2032;0;DPS
2020-12-22;32539;32411;97;31;MAN
2020-12-22;28049;27860;189;0;MPS
2020-12-22;9;8;1;0;WAN
2020-12-23;78898;77186;1712;0;DPS
2020-12-23;18794;18777;3;14;MAN
2020-12-23;19407;19407;0;0;MPS
2020-12-23;1;1;0;0;WAN
2020-12-24;35898;35059;839;0;DPS
2020-12-24;8855;8799;0;56;MAN
2020-12-24;9700;9625;75;0;MPS
2020-12-28;47643;46888;755;0;DPS
2020-12-28;9567;9537;0;30;MAN
2020-12-28;11152;11052;100;0;MPS
2020-12-28;1;1;0;0;WAN
2020-12-29;68552;67511;1041;0;DPS
2020-12-29;15065;14803;80;182;MAN
2020-12-29;18483;18373;110;0;MPS
2020-12-29;9;9;0;0;WAN
2020-12-30;64577;61392;3185;0;DPS
2020-12-30;10781;10661;0;120;MAN
2020-12-30;14141;13775;366;0;MPS
2020-12-31;40832;39920;912;0;DPS
2020-12-31;8595;8431;1;163;MAN
2020-12-31;10972;10958;14;0;MPS
2020-12-31;1;1;0;0;WAN
2021-01-02;46681;45954;727;0;DPS
2021-01-02;11696;11595;2;99;MAN
2021-01-02;12410;12374;36;0;MPS
2021-01-02;2;2;0;0;WAN
2021-01-04;34561;33867;694;0;DPS
2021-01-04;9276;9254;4;18;MAN
2021-01-04;9446;9446;0;0;MPS
2021-01-04;1;1;0;0;WAN
2021-01-05;47474;46689;785;0;DPS
2021-01-05;10381;10243;2;136;MAN
2021-01-05;12192;12097;95;0;MPS
2021-01-05;4;4;0;0;WAN
2021-01-06;49090;47702;1388;0;DPS
2021-01-06;10688;10597;0;91;MAN
2021-01-06;14550;14188;362;0;MPS
2021-01-06;2;2;0;0;WAN
2021-01-07;69191;67875;1316;0;DPS
2021-01-07;19748;19564;72;112;MAN
2021-01-07;23286;23229;57;0;MPS
2021-01-07;23;23;0;0;WAN
2021-01-08;46541;45809;732;0;DPS
2021-01-08;15446;15417;0;29;MAN
2021-01-08;17266;17252;14;0;MPS
2021-01-09;23009;22365;644;0;DPS
2021-01-09;9717;9346;270;101;MAN
2021-01-09;9039;8935;104;0;MPS
2021-01-09;1;1;0;0;WAN
2021-01-11;45206;44531;675;0;DPS
2021-01-11;16573;16424;68;81;MAN
2021-01-11;15755;15527;228;0;MPS
2021-01-11;1;1;0;0;WAN
2021-01-12;59215;58084;1131;0;DPS
2021-01-12;19919;19768;17;134;MAN
2021-01-12;17618;17480;138;0;MPS
2021-01-13;50765;49583;1182;0;DPS
2021-01-13;15028;14872;1;155;MAN
2021-01-13;14825;14294;531;0;MPS
2021-01-13;5;4;1;0;WAN
2021-01-14;100356;97959;2397;0;DPS
2021-01-14;32311;32067;122;122;MAN
2021-01-14;34144;33326;818;0;MPS
2021-01-15;53816;53165;651;0;DPS
2021-01-15;15502;15399;9;94;MAN
2021-01-15;18771;18738;33;0;MPS
2021-01-15;2;2;0;0;WAN
2021-01-18;53928;52314;1614;0;DPS
2021-01-18;14340;13790;486;64;MAN
2021-01-18;16709;15101;1608;0;MPS
2021-01-18;2;2;0;0;WAN
2021-01-19;66094;65073;1021;0;DPS
2021-01-19;16352;15972;3;377;MAN
2021-01-19;17929;17773;156;0;MPS
2021-01-19;5;5;0;0;WAN
2021-01-20;63337;61277;2060;0;DPS
2021-01-20;15952;15343;128;481;MAN
2021-01-20;16658;16606;50;2;MPS
2021-01-20;1;1;0;0;WAN
2021-01-21;75500;72376;3124;0;DPS
2021-01-21;22112;21705;3;404;MAN
2021-01-21;26580;26491;89;0;MPS
2021-01-21;1;1;0;0;WAN
2021-01-22;62225;60865;1360;0;DPS
2021-01-22;16165;16056;3;106;MAN
2021-01-22;19239;19085;154;0;MPS
2021-01-22;1;1;0;0;WAN
2021-01-23;33730;32319;1411;0;DPS
2021-01-23;8588;8482;10;96;MAN
2021-01-23;10498;9888;610;0;MPS
2021-01-23;2;2;0;0;WAN
2021-01-25;46082;45029;1053;0;DPS
2021-01-25;12309;12277;2;30;MAN
2021-01-25;13268;13249;19;0;MPS
2021-01-26;65338;61977;3361;0;DPS
2021-01-26;15576;15268;6;302;MAN
2021-01-26;16990;15254;1736;0;MPS
2021-01-26;802;802;0;0;WAN
2021-01-27;58774;56884;1890;0;DPS
2021-01-27;14139;13688;35;416;MAN
2021-01-27;15623;15293;330;0;MPS
2021-01-27;4838;4838;0;0;WAN
2021-01-28;81636;78460;3176;0;DPS
2021-01-28;21642;21331;44;267;MAN
2021-01-28;24996;24935;61;0;MPS
2021-01-28;3024;3024;0;0;WAN
2021-01-29;50401;48660;1741;0;DPS
2021-01-29;14588;14539;1;48;MAN
2021-01-29;17410;17258;152;0;MPS
2021-01-29;7481;7481;0;0;WAN
2021-01-30;32496;31599;897;0;DPS
2021-01-30;9036;8742;1;293;MAN
2021-01-30;9991;9675;316;0;MPS
2021-02-01;47916;46417;1499;0;DPS
2021-02-01;13928;13421;3;504;MAN
2021-02-01;13288;13196;92;0;MPS
2021-02-02;58935;57638;1297;0;DPS
2021-02-02;15875;15348;1;526;MAN
2021-02-02;16789;16309;480;0;MPS
2021-02-02;30;30;0;0;WAN
2021-02-03;58002;55651;2351;0;DPS
2021-02-03;15408;15106;48;254;MAN
2021-02-03;18068;17520;548;0;MPS
2021-02-03;44;43;1;0;WAN
2021-02-04;78698;76777;1921;0;DPS
2021-02-04;26600;25986;420;194;MAN
2021-02-04;26195;25968;227;0;MPS
2021-02-04;211;211;0;0;WAN
2021-02-05;50323;49163;1160;0;DPS
2021-02-05;16893;16631;1;261;MAN
2021-02-05;19435;19433;0;2;MPS
2021-02-05;426;426;0;0;WAN
2021-02-06;33318;31219;2099;0;DPS
2021-02-06;10566;10221;113;232;MAN
2021-02-06;11134;10756;378;0;MPS
2021-02-06;318;318;0;0;WAN
2021-02-08;47847;45986;1861;0;DPS
2021-02-08;17765;17455;16;294;MAN
2021-02-08;14421;14339;82;0;MPS
2021-02-08;2;2;0;0;WAN
2021-02-09;62433;61776;657;0;DPS
2021-02-09;20504;20143;141;220;MAN
2021-02-09;16130;15838;292;0;MPS
2021-02-10;63206;61883;1323;0;DPS
2021-02-10;17627;17283;9;335;MAN
2021-02-10;16095;15277;818;0;MPS
2021-02-10;4;4;0;0;WAN
2021-02-11;80229;77967;2262;0;DPS
2021-02-11;23336;22724;132;480;MAN
2021-02-11;25746;25011;734;1;MPS
2021-02-11;2;2;0;0;WAN
2021-02-12;54823;52319;2504;0;DPS
2021-02-12;16117;15950;15;152;MAN
2021-02-12;16989;16986;3;0;MPS
2021-02-12;5;5;0;0;WAN
2021-02-13;30841;30328;513;0;DPS
2021-02-13;9734;9446;6;282;MAN
2021-02-13;9834;9389;445;0;MPS
2021-02-13;5;5;0;0;WAN
2021-02-15;46332;44794;1538;0;DPS
2021-02-15;16152;13820;1805;527;MAN
2021-02-15;12975;12871;100;4;MPS
2021-02-15;1;1;0;0;WAN
2021-02-16;64194;62577;1617;0;DPS
2021-02-16;16892;16393;84;415;MAN
2021-02-16;15301;14293;1007;1;MPS
2021-02-16;3;1;2;0;WAN
2021-02-17;54107;51544;2563;0;DPS
2021-02-17;15252;13990;993;269;MAN
2021-02-17;16681;13987;2694;0;MPS
2021-02-17;8;8;0;0;WAN
2021-02-18;72432;71343;1089;0;DPS
2021-02-18;22535;22319;29;187;MAN
2021-02-18;24058;23520;538;0;MPS
2021-02-18;5;5;0;0;WAN
2021-02-19;50882;49950;932;0;DPS
2021-02-19;15237;15020;13;204;MAN
2021-02-19;16466;16466;0;0;MPS
2021-02-19;1;1;0;0;WAN
2021-02-20;33494;32385;1109;0;DPS
2021-02-20;9812;9494;206;112;MAN
2021-02-20;10631;9637;994;0;MPS
2021-02-20;6;5;1;0;WAN
2021-02-22;46831;45821;1010;0;DPS
2021-02-22;13213;12949;17;247;MAN
2021-02-22;12410;12033;377;0;MPS
2021-02-22;5;4;1;0;WAN
2021-02-23;67646;65683;1963;0;DPS
2021-02-23;17031;16637;32;362;MAN
2021-02-23;16377;14588;1789;0;MPS
2021-02-23;8;8;0;0;WAN
2021-02-24;63814;62152;1662;0;DPS
2021-02-24;13835;13555;138;142;MAN
2021-02-24;14772;14420;352;0;MPS
2021-02-24;6;6;0;0;WAN
2021-02-25;81733;78509;3224;0;DPS
2021-02-25;22813;22536;257;20;MAN
2021-02-25;27808;24396;3412;0;MPS
2021-02-25;6;6;0;0;WAN
2021-02-26;49410;48488;922;0;DPS
2021-02-26;15650;15007;540;103;MAN
2021-02-26;16603;16036;567;0;MPS
2021-02-26;5;5;0;0;WAN
2021-02-27;27491;26927;564;0;DPS
2021-02-27;8720;8527;21;172;MAN
2021-02-27;7793;7791;2;0;MPS
2021-02-27;8;7;1;0;WAN
2021-03-01;42792;41897;895;0;DPS
2021-03-01;12554;12347;75;132;MAN
2021-03-01;12745;11984;761;0;MPS
2021-03-02;69491;67446;2045;0;DPS
2021-03-02;17734;17511;21;202;MAN
2021-03-02;17024;16847;177;0;MPS
2021-03-02;20;19;1;0;WAN
2021-03-03;62303;58644;3659;0;DPS
2021-03-03;14499;14157;208;134;MAN
2021-03-03;17896;16062;1834;0;MPS
2021-03-03;9;9;0;0;WAN
2021-03-04;76132;74838;1294;0;DPS
2021-03-04;22965;22656;23;286;MAN
2021-03-04;24231;24090;141;0;MPS
2021-03-04;1;1;0;0;WAN
2021-03-05;49367;47790;1577;0;DPS
2021-03-05;15495;15413;21;61;MAN
2021-03-05;15476;15440;36;0;MPS
2021-03-05;9;9;0;0;WAN
2021-03-06;28067;26849;1218;0;DPS
2021-03-06;9416;9146;211;59;MAN
2021-03-06;8265;7919;346;0;MPS
2021-03-06;10;10;0;0;WAN
2021-03-08;42363;41608;755;0;DPS
2021-03-08;12963;12926;9;28;MAN
2021-03-08;11318;11198;120;0;MPS
2021-03-08;7;7;0;0;WAN
2021-03-09;59801;58723;1078;0;DPS
2021-03-09;15805;15768;33;4;MAN
2021-03-09;13544;13341;203;0;MPS
2021-03-09;5;5;0;0;WAN
2021-03-10;56815;54896;1919;0;DPS
2021-03-10;14876;14563;8;305;MAN
2021-03-10;14513;14192;321;0;MPS
2021-03-10;8;8;0;0;WAN
2021-03-11;76903;75340;1563;0;DPS
2021-03-11;23182;22969;13;200;MAN
2021-03-11;27135;23063;4072;0;MPS
2021-03-11;9;9;0;0;WAN
2021-03-12;49815;48940;875;0;DPS
2021-03-12;16896;16877;10;9;MAN
2021-03-12;16269;16205;64;0;MPS
2021-03-12;4;4;0;0;WAN
2021-03-13;26061;25042;1019;0;DPS
2021-03-13;8053;7992;4;57;MAN
2021-03-13;8224;7475;749;0;MPS
2021-03-13;3;3;0;0;WAN
2021-03-15;40533;38573;1960;0;DPS
2021-03-15;12449;12398;6;45;MAN
2021-03-15;11378;10816;562;0;MPS
2021-03-15;7;7;0;0;WAN
2021-03-16;59203;58418;785;0;DPS
2021-03-16;16403;16149;128;126;MAN
2021-03-16;13316;13247;69;0;MPS
2021-03-16;6;6;0;0;WAN
2021-03-17;63182;57418;5764;0;DPS
2021-03-17;15595;15187;222;186;MAN
2021-03-17;14983;14951;32;0;MPS
2021-03-17;1;1;0;0;WAN
2021-03-18;75831;74449;1382;0;DPS
2021-03-18;22173;21996;7;170;MAN
2021-03-18;24887;24157;730;0;MPS
2021-03-18;2;1;1;0;WAN
2021-03-19;73127;72201;926;0;DPS
2021-03-19;22296;22259;12;25;MAN
2021-03-19;21722;21586;136;0;MPS
2021-03-19;3;3;0;0;WAN
2021-03-20;32508;31795;713;0;DPS
2021-03-20;10432;10378;6;48;MAN
2021-03-20;10781;9981;800;0;MPS
2021-03-20;7;7;0;0;WAN
2021-03-22;46372;45229;1143;0;DPS
2021-03-22;13976;13931;10;35;MAN
2021-03-22;14379;11969;2410;0;MPS
2021-03-22;19929;19929;0;0;WAN
2021-03-23;63494;62485;1009;0;DPS
2021-03-23;17143;16941;12;190;MAN
2021-03-23;15511;14767;744;0;MPS
2021-03-23;1;1;0;0;WAN
2021-03-24;60910;59094;1816;0;DPS
2021-03-24;18574;18340;84;150;MAN
2021-03-24;20774;19295;1479;0;MPS
2021-03-24;2;2;0;0;WAN
2021-03-25;82769;81522;1247;0;DPS
2021-03-25;28027;27838;23;166;MAN
2021-03-25;26856;26690;165;1;MPS
2021-03-25;7;7;0;0;WAN
2021-03-26;56151;55201;950;0;DPS
2021-03-26;18853;18792;17;44;MAN
2021-03-26;17783;17765;18;0;MPS
2021-03-26;3;2;1;0;WAN
2021-03-27;38276;37702;574;0;DPS
2021-03-27;12189;12175;9;5;MAN
2021-03-27;11491;11302;189;0;MPS
2021-03-27;1;1;0;0;WAN
2021-03-29;49716;49071;645;0;DPS
2021-03-29;14295;14093;200;2;MAN
2021-03-29;12408;12407;1;0;MPS
2021-03-29;13;13;0;0;WAN
2021-03-30;99127;97810;1317;0;DPS
2021-03-30;27652;27291;73;288;MAN
2021-03-30;24313;24231;82;0;MPS
2021-03-30;179;179;0;0;WAN
2021-03-31;94677;92958;1719;0;DPS
2021-03-31;28891;28686;87;118;MAN
2021-03-31;24254;24254;0;0;MPS
2021-03-31;72;72;0;0;WAN
2021-04-01;44994;44018;976;0;DPS
2021-04-01;16191;15958;8;225;MAN
2021-04-01;13101;13101;0;0;MPS
2021-04-01;14;12;2;0;WAN
2021-04-02;13558;13286;272;0;DPS
2021-04-02;3620;3593;3;24;MAN
2021-04-02;3209;3209;0;0;MPS
2021-04-02;1;1;0;0;WAN
2021-04-03;12384;12129;255;0;DPS
2021-04-03;3853;3836;1;16;MAN
2021-04-03;3389;3389;0;0;MPS
2021-04-06;64435;57776;6659;0;DPS
2021-04-06;15844;15809;13;22;MAN
2021-04-06;16740;14279;2461;0;MPS
2021-04-06;4;3;1;0;WAN
2021-04-07;61106;58019;3087;0;DPS
2021-04-07;15444;15369;17;58;MAN
2021-04-07;13413;13382;31;0;MPS
2021-04-07;1;1;0;0;WAN
2021-04-08;78975;76510;2465;0;DPS
2021-04-08;23688;23543;20;125;MAN
2021-04-08;26843;23712;3131;0;MPS
2021-04-09;50378;49597;781;0;DPS
2021-04-09;19658;19472;9;177;MAN
2021-04-09;17659;17659;0;0;MPS
2021-04-10;32974;31933;1041;0;DPS
2021-04-10;10930;10812;26;92;MAN
2021-04-10;11101;9816;1284;1;MPS
2021-04-10;44;44;0;0;WAN
2021-04-12;47753;46947;806;0;DPS
2021-04-12;14292;14003;227;62;MAN
2021-04-12;13682;13088;594;0;MPS
2021-04-12;27;27;0;0;WAN
2021-04-13;62837;61823;1014;0;DPS
2021-04-13;15089;14829;132;128;MAN
2021-04-13;14166;13919;247;0;MPS
2021-04-13;30014;30014;0;0;WAN
2021-04-14;59317;58075;1242;0;DPS
2021-04-14;15794;15711;9;74;MAN
2021-04-14;15573;15249;324;0;MPS
2021-04-14;24;24;0;0;WAN
2021-04-15;71908;69495;2413;0;DPS
2021-04-15;23918;23662;16;240;MAN
2021-04-15;23853;22224;1629;0;MPS
2021-04-15;2;2;0;0;WAN
2021-04-16;58832;52654;6178;0;DPS
2021-04-16;16395;16082;29;284;MAN
2021-04-16;16635;16635;0;0;MPS
2021-04-16;2;2;0;0;WAN
2021-04-17;29554;28334;1220;0;DPS
2021-04-17;9885;9765;15;105;MAN
2021-04-17;10925;8462;2463;0;MPS
2021-04-17;1;1;0;0;WAN
